Broken,Kelley Armstrong,2006
Succubus Shadows ,Richelle Mead,2010
Saving Francesca,Melina Marchetta,2003
Silver Girl,Elin Hilderbrand,2011
The Shifting Fog,Kate Morton,2006
Silverthorn,Raymond E. Feist,1985
Misery,Stephen King,1987
The Lorax,Dr. Seuss,1971
Homer Price,Robert McCloskey,1942
House of Chains,Steven Erikson,2004
The Darkest Minds,Alexandra Bracken,2012
The Winner's Curse,Marie Rutkoski,2014
Antrax,Terry Brooks,2001
Darth Vader and Son,Jeffrey Brown,2012
Virtual Light,William Gibson,1993
"Night World, No. 2",L.J. Smith,2008
The Sellout,Paul Beatty,2015
The Magus,John Fowles,1965
We Are Not Ourselves,Matthew  Thomas,2014
Come Home,Lisa Scottoline,2012
Airhead ,Meg Cabot,2008
Thud!,Terry Pratchett,2006
Rapunzel,Paul O. Zelinsky,1997
Strange Highways,Dean Koontz,1995
Night Play,Sherrilyn Kenyon,2004
Little Women,Louisa May Alcott,1868
Lost & Found,Jacqueline Sheehan,2007
Sad Cypress,Agatha Christie,1940
Heft,Liz Moore,2012
Entice,Carrie Jones,2010
Gray Mountain,John Grisham,2014
Ashley Bell,Dean Koontz,2015
A Year in the Merde,Stephen Clarke,2004
Pompeii,Robert   Harris,2003
Napalm & Silly Putty,George Carlin,2001
The Last Nude,Ellis Avery,2012
Forever Odd,Dean Koontz,2005
The Wednesday Wars,Gary D. Schmidt,2007
Requiem,Lauren Oliver,2013
Blue Bloods,Melissa de la Cruz,2006
The Long Goodbye,Raymond Chandler,1953
Revelation Space,Alastair Reynolds,2000
Return to Paradise,Simone Elkeles,2010
Hop on Pop,Dr. Seuss,1963
Sempre,J.M. Darhower,2014
My Life on the Road,Gloria Steinem,2015
The Dark Hills Divide,Patrick Carman,2003
The Argonauts,Maggie Nelson,2015
La catedral del mar,Ildefonso Falcones,2006
Halt's Peril,John Flanagan,2009
Silver Bay,Jojo Moyes,2007
The Rats,James Herbert,1974
The One,Kiera Cass,2014
Die for Me,Amy Plum,2011
Imitation in Death,J.D. Robb,2003
The Glass Palace,Amitav Ghosh,2000
Gut gegen Nordwind,Daniel Glattauer,2006
In One Person,John Irving,2012
The Ruins,Scott B. Smith,2006
Not Quite Dating,Catherine Bybee,2012
Simply Irresistible,Jill Shalvis,2010
Thirteen Reasons Why,Jay Asher,2007
The Confession,John Grisham,2010
Neverwhere,Neil Gaiman,1996
Worth Dying For,Lee Child,2010
The Horse Whisperer,Nicholas Evans,1995
Foreplay,Sophie Jordan,2013
Minding Frankie,Maeve Binchy,2010
Veil of Midnight,Lara Adrian,2008
The Caine Mutiny,Herman Wouk,1951
Anne of the Island,L.M. Montgomery,1915
Five on a Treasure Island ,Enid Blyton,1942
Devil in Winter ,Lisa Kleypas,2006
V.,Thomas Pynchon,1963
The Enemy,Charlie Higson,2009
Arthur & George,Julian Barnes,2005
The Keepsake,Tess Gerritsen,2008
The Emperor's Code,Gordon Korman,2010
Unseen,Karin Slaughter,2013
The Lover's Dictionary,David Levithan,2011
The Sweet Gum Tree,Katherine Allred,2005
Burmese Days,George Orwell,1934
The Apostle,Brad Thor,2009
Top Secret Twenty-One,Janet Evanovich,2014
The Search,Iris Johansen,2000
Dead Poets Society ,N.H. Kleinbaum,1988
New York,Edward Rutherfurd,2009
Princess in Love,Meg Cabot,2001
Bloodline,James Rollins,2012
Prom and Prejudice,Elizabeth Eulberg,2011
The Seventh Scroll,Wilbur Smith,1995
Dry: A Memoir,Augusten Burroughs,2003
Hawksong,Amelia Atwater-Rhodes,2003
Every Thing On It,Shel Silverstein,2011
How Music Works,David Byrne,2012
Monument 14,Emmy Laybourne,2012
No Rest for the Wicked,Kresley Cole,2006
My Year of Meats,Ruth Ozeki,1998
Attachments,Rainbow Rowell,2011
Leviathan Wakes,James S.A. Corey,2011
Sh*t My Dad Says,Justin Halpern,2010
God Help the Child,Toni Morrison,2014
White Night,Jim Butcher,2007
The Heretic Queen,Michelle Moran,2008
My Soul to Steal,Rachel Vincent,2010
In Real Life,"Cory Doctorow, Jen Wang",2014
Shades of Midnight,Lara Adrian,2009
Blaze,"Richard Bachman, Stephen King",2007
Red Rising,Pierce Brown,2014
Eeny Meeny,M.J. Arlidge,2014
A Color of His Own,Leo Lionni,1975
Speak,Laurie Halse Anderson,1999
Days with Frog and Toad,Arnold Lobel,1979
My Friend Dahmer,Derf Backderf,2012
The Ambassador's Mission,Trudi Canavan,2010
Keep Holding On,Susane Colasanti,2012
A Beautiful Wedding,Jamie McGuire,2013
Ship of Destiny,Robin Hobb,2000
March,Geraldine Brooks,2004
First Lord's Fury,Jim Butcher,2008
Horton Hears a Who!,Dr. Seuss,1954
Horton Hatches the Egg,Dr. Seuss,1940
Tramp for the Lord,Corrie ten Boom,1974
The Cat in the Hat,Dr. Seuss,1957
Live and Let Die,Ian Fleming,1954
Into the Wilderness,Sara Donati,1998
Doll Bones,"Holly Black, Eliza Wheeler",2013
West Side Story,Irving Shulman,1961
Chasm City,Alastair Reynolds,2001
Decision Points,George W. Bush,2010
Fever,Lauren DeStefano,2012
Rules of Civility,Amor Towles,2011
UnSouled,Neal Shusterman,2013
A Raisin in the Sun,Lorraine Hansberry,1959
Love Bites,Lynsay Sands,2004
A Fraction of the Whole,Steve Toltz,2008
Lost Light,Michael Connelly,2003
Queen Song,Victoria Aveyard,2015
Open Season,C.J. Box,2001
Fortune's Rocks,Anita Shreve,1999
Still Missing,Chevy Stevens,2010
Flyte,"Angie Sage, Mark Zug",2006
The Catcher in the Rye,J.D. Salinger,1951
Deerskin,Robin McKinley,1993
Complete Me,J. Kenner,2013
Fatal Vision,Joe McGinniss,1983
Holding Up the Universe,Jennifer Niven,2016
The Ice Twins,S.K. Tremayne,2015
The Dream Thieves,Maggie Stiefvater,2013
Last Man Standing,David Baldacci,2001
Darkly Dreaming Dexter,Jeff Lindsay,2004
Oscar and Lucinda,Peter Carey,1988
Midnight Bayou,Nora Roberts,2001
Whiteout,Ken Follett,2004
What I Loved,Siri Hustvedt,2002
Bella Tuscany,Frances Mayes,1999
The Onion Field,Joseph Wambaugh,1973
My Soul to Take,Rachel Vincent,2009
The Dead Girls' Dance,Rachel Caine,2007
Deadline,Mira Grant,2011
Shades of Earth,Beth Revis,2013
Find Her,Lisa Gardner,2016
Abandon,Blake Crouch,2009
The Valley of Amazement,Amy Tan,2013
A Suitable Boy,Vikram Seth,1993
Heart of the Sea,Nora Roberts,2000
A Pocket Full of Rye,Agatha Christie,1953
Lethal,Sandra Brown,2011
The Ask and the Answer,Patrick Ness,2009
Imperium,Robert   Harris,2006
The Emperor's Soul,Brandon Sanderson,2012
Bitten,Kelley Armstrong,2001
Ark Angel,Anthony Horowitz,2005
The Girl Before,J.P. Delaney,2017
"Alas, Babylon",Pat Frank,1959
Ceremony in Death,J.D. Robb,1997
Sula,Toni Morrison,1973
The Light Fantastic,Terry Pratchett,1986
Origin in Death,J.D. Robb,2005
Promise Not to Tell,Jennifer McMahon,2007
L.A. Confidential,James Ellroy,1990
In the Skin of a Lion,Michael Ondaatje,1987
Gregor the Overlander,Suzanne Collins,2003
Money,Martin Amis,1984
Ashes of Midnight,Lara Adrian,2009
Amy & Isabelle,Elizabeth Strout,1998
Winger,Andrew  Smith,2013
The Redhead Revealed,Alice Clayton,2010
A Storm of Swords,George R.R. Martin,2000
Left Neglected,Lisa Genova,2011
The Alienist,Caleb Carr,1994
Broken Prey,John Sandford,2005
To Say Nothing of the Dog,Connie Willis,1998
The Dovekeepers,Alice Hoffman,2011
Big Little Lies,Liane Moriarty,2014
Black Powder War,Naomi Novik,2006
The Kill Order,James Dashner,2012
The Last Sin Eater,Francine Rivers,1998
The Hours,Michael Cunningham,1998
The Breadwinner,Deborah Ellis,2000
Killer ,Sara Shepard,2009
Bay of Sighs,Nora Roberts,2016
Honour Among Thieves,Jeffrey Archer,1993
Ex-Heroes,Peter Clines,2010
Wideacre,Philippa Gregory,1987
More Than a Carpenter,Josh McDowell,1977
Johnny Got His Gun,Dalton Trumbo,1939
The Naked and the Dead,Norman Mailer,1948
Secret Daughter,Shilpi Somaya Gowda,2010
Keys to Drawing,Bert Dodson,1985
Shanghai Girls,Lisa See,2009
Dept. of Speculation,Jenny Offill,2014
Dragon's Oath,"P.C. Cast, Kristin Cast",2011
Sunshine,Robin McKinley,2003
Indignation,Philip Roth,2008
Sophie & Carter,Chelsea Fine,2011
Kushiel's Scion,Jacqueline Carey,2006
The Wee Free Men,Terry Pratchett,2003
The Humans,Matt Haig,2013
Bloodlines,Richelle Mead,2011
The God Delusion,Richard Dawkins,2006
Death Masks,Jim Butcher,2003
Cloud Atlas,David Mitchell,2004
The Princess Diaries,Meg Cabot,2000
Mouse Paint,Ellen Stoll Walsh,1989
A Murder is Announced,Agatha Christie,1950
The Proposition,Katie Ashley,2012
The Finkler Question,Howard Jacobson,2010
Just Like Heaven,Julia Quinn,2011
Born in Ice,Nora Roberts,1995
Saint,Ted Dekker,2006
Takedown,Brad Thor,2006
Shadows Linger,Glen Cook,1984
Ulysses,James Joyce,1922
Bad Kitty,Nick Bruel,2005
Sundiver,David Brin,1980
State of Wonder,Ann Patchett,2011
The Arctic Incident,Eoin Colfer,2002
Brain Droppings,George Carlin,1997
The Goddess Test,Aimee Carter,2011
Hana,Lauren Oliver,2011
What Katy Did  ,Susan Coolidge,1872
Redwall,Brian Jacques,1986
Some Girls Bite,Chloe Neill,2009
The Time Paradox,Eoin Colfer,2008
Coming Home,Rosamunde Pilcher,1995
How to Fall in Love,Cecelia Ahern,2014
Savvy,Ingrid Law,2008
Exile's Return,Raymond E. Feist,2004
The Lost Stories,John Flanagan,2011
Curse the Dawn,Karen Chance,2009
Peak,Roland Smith,2007
Mystic River,Dennis Lehane,2001
Ancillary Justice,Ann Leckie,2013
Loving Frank,Nancy Horan,2007
Playing For Pizza,John Grisham,2007
The Undead Pool,Kim Harrison,2014
Jemima J,Jane Green,2001
Damaged,H.M. Ward,2013
Rabbit Is Rich,John Updike,1981
The Midwife's Apprentice,Karen Cushman,1995
The Weight of Silence,Heather Gudenkauf,2008
The Renegades of Pern,Anne McCaffrey,1989
The Last Man,Vince Flynn,2012
Underground Airlines,Ben H. Winters,2016
The Target,David Baldacci,2014
Ella Enchanted,Gail Carson Levine,1997
Look Again,Lisa Scottoline,2009
Fifty Shades Freed,E.L. James,2012
Festive in Death,J.D. Robb,2014
Perfect,Natasha Friend,2004
Tris's Book,Tamora Pierce,1998
A Farewell to Arms,Ernest Hemingway,1929
The Bad Place,Dean Koontz,1989
Wicked Ties,Shayla Black,2007
Ptolemy's Gate,Jonathan Stroud,2006
Seriously...I'm Kidding,Ellen DeGeneres,2011
Dare You To,Katie McGarry,2013
Into the Wild,Jon Krakauer,1996
Swamplandia!,Karen Russell,2011
Beautiful Redemption,Jamie McGuire,2015
The Book of Speculation,Erika Swyler,2015
The Secret Place,Tana French,2014
One With You,Sylvia Day,2016
Destroy Me,Tahereh Mafi,2012
The Scorch Trials,James Dashner,2010
Transfer of Power,Vince Flynn,1999
Entwined,Heather Dixon,2011
Last Chance Saloon,Marian Keyes,1999
The Power of Six,Pittacus Lore,2011
Avalon High,Meg Cabot,2005
Death at La Fenice,Donna Leon,1992
The Cardinal of the Kremlin,Tom Clancy,1988
Scarecrow,Matthew Reilly,2003
Soul Music,Terry Pratchett,1994
Enduring Love,Ian McEwan,1997
Where the Heart Is,Billie Letts,1995
Mile 81,Stephen King,2011
The Last Runaway,Tracy Chevalier,2013
Sold,Patricia McCormick,2006
The Mummy,Anne Rice,1989
Summer of Night,Dan Simmons,1991
Bastard Out of Carolina,Dorothy Allison,1992
Love wins,Rob Bell,2011
The Black Circle,Patrick Carman,2009
Incendiary,Chris Cleave,2005
Long Lost,Harlan Coben,2009
Mister Monday,Garth Nix,2003
My Cousin Rachel,Daphne du Maurier,1951
"Stormy, Misty's Foal",Marguerite Henry,1963
Crash Into You,Katie McGarry,2013
A Single Shard,Linda Sue Park,2001
Afterburn,Sylvia Day,2013
The Jefferson Key,Steve Berry,2011
Blood of Dragons,Robin Hobb,2013
My Life Next Door ,Huntley Fitzpatrick,2012
Hostage to Pleasure,Nalini Singh,2008
The Temporal Void,Peter F. Hamilton,2008
The Crow Road,Iain Banks,1992
The Subterraneans,Jack Kerouac,1958
Peony in Love,Lisa See,2007
The Face Of Deception,Iris Johansen,1998
Eye of the Storm,Jack Higgins,1992
Chesapeake,James A. Michener,1978
Tales from Earthsea,Ursula K. Le Guin,2001
"Darkness, Take My Hand",Dennis Lehane,1996
Murder at the Vicarage,Agatha Christie,1930
Maskerade,Terry Pratchett,1995
Ascend,Amanda Hocking,2012
Tourist Season,Carl Hiaasen,1986
The Diamond of Darkhold,Jeanne DuPrau,2008
A Court of Wings and Ruin,Sarah J. Maas,2017
This Is Where It Ends,Marieke Nijkamp,2016
Almost Heaven,Judith McNaught,1989
Dawn on a Distant Shore,Sara Donati,2000
The Dice Man,Luke Rhinehart,1971
Conspiracy in Death,J.D. Robb,1999
Peter Pan,"J.M. Barrie, Michael Hague",1904
Reflected in You,Sylvia Day,2012
The Innocent,Harlan Coben,2005
Dark Star Safari ,Paul Theroux,2002
Cold Fire,Dean Koontz,1991
The Martian Chronicles,Ray Bradbury,1950
Anyone But You ,Jennifer Crusie,1996
The Maze Runner,James Dashner,2009
White Oleander,Janet Fitch,1999
Dark Days,Derek Landy,2010
Star Island,Carl Hiaasen,2010
Wings ,Aprilynne Pike,2009
The ABC Murders,Agatha Christie,1936
Green,Ted Dekker,2009
The Lions of Al-Rassan,Guy Gavriel Kay,1995
S.,"J.J. Abrams, Doug Dorst",2013
The Buddha in the Attic,Julie Otsuka,2011
The Bonehunters,Steven Erikson,2006
Suffer the Children,John Saul,1977
Summer and the City,Candace Bushnell,2011
Sugar and Spice,Lauren Conrad,2010
Shopgirl: A Novella,Steve Martin,2000
Thoughtless,S.C. Stephens,2009
Grave Witch,Kalayna Price,2010
Ancillary Sword,Ann Leckie,2014
The Goldfinch,Donna Tartt,2013
Certain Prey,John Sandford,1999
Don't You Cry,Mary Kubica,2016
Wielding a Red Sword,Piers Anthony,1986
The Hundred Secret Senses,Amy Tan,1995
Once Upon a Marigold,Jean Ferris,2002
Drowning Ruth,Christina Schwarz,2000
Bayou Moon,Ilona Andrews,2010
The Stranger Beside Me,Ann Rule,1980
Dead Until Dark,Charlaine Harris,2001
Goldfinger,Ian Fleming,1959
Thirteen Moons,Charles Frazier,2006
Just One Day,Gayle Forman,2013
Cocktails for Three,Madeleine Wickham,2000
Home,Toni Morrison,2011
For One More Day,Mitch Albom,2006
Roots,Alex Haley,1976
On Basilisk Station ,David Weber,1992
Mort,Terry Pratchett,1987
An Officer and a Spy,Robert   Harris,2013
The Ghost Road,Pat Barker,1995
Once,Morris Gleitzman,2005
Fingersmith,Sarah Waters,2002
Inkheart,Cornelia Funke,1990
Indemnity Only,Sara Paretsky,1982
The Path of Daggers,Robert Jordan,1998
The Death of Bees,Lisa O'Donnell,2012
Ruin and Rising,Leigh Bardugo,2014
Dr. No,Ian Fleming,1958
Consequences,Aleatha Romig,2011
Winter Garden,Kristin Hannah,2009
Vanish,Tess Gerritsen,2006
Prince of the Blood,Raymond E. Feist,1989
Blueberries for Sal,Robert McCloskey,1948
Nothing to Lose,Lee Child,2008
Me Before You,Jojo Moyes,2012
Just for You,Mercer Mayer,1975
Ghost Story,Peter Straub,1979
All Over But the Shoutin',Rick Bragg,1997
Love That Dog,Sharon Creech,2001
The Jewel,Amy Ewing,2014
The Historian,Elizabeth Kostova,2005
The Dead-Tossed Waves ,Carrie Ryan,2010
The Amateur Marriage,Anne Tyler,2004
Garden of Shadows,V.C. Andrews,1987
Ape House,Sara Gruen,2010
The Abstinence Teacher,Tom Perrotta,2007
The Light in the Ruins,Chris Bohjalian,2013
The Darkest Surrender,Gena Showalter,2011
Needful Things,Stephen King,1991
The Last Picture Show,Larry McMurtry,1966
Glengarry Glen Ross,David Mamet,1983
The English Girl,Daniel Silva,2013
The Lake House,James Patterson,2003
Every Dead Thing,John Connolly,1999
The Descendants,Kaui Hart Hemmings,2007
Swimmy ,Leo Lionni,1963
Rules Of Prey,John Sandford,1989
The Lies of Locke Lamora,Scott Lynch,2006
Dreams of a Dark Warrior,Kresley Cole,2011
The Lion & the Mouse,Jerry Pinkney,2009
Wide Sargasso Sea,Jean Rhys,1966
The Children of Men,P.D. James,1992
The Rose Society,Marie Lu,2015
Five Go Adventuring Again,Enid Blyton,1943
Out of the Silent Planet,C.S. Lewis,1938
The Naked God ,Peter F. Hamilton,1999
The Gift,Danielle Steel,1986
JPod,Douglas Coupland,2006
Twilight,Stephenie Meyer,2005
Lenobia's Vow,"P.C. Cast, Kristin Cast",2012
Ice Cold,Tess Gerritsen,2010
Agent to the stars,John Scalzi,2004
Blackmoore,Julianne Donaldson,2013
Paths of Glory,Jeffrey Archer,2009
Shutter Island,Dennis Lehane,2003
The Valley of Horses,Jean M. Auel,1982
The Third Option,Vince Flynn,2000
Messenger of Truth,Jacqueline Winspear,2006
The Third Victim,Lisa Gardner,2001
Illusions,Aprilynne Pike,2011
The Lost World,Michael Crichton,1995
Never Fade,Alexandra Bracken,2013
Bad Moon Rising,Sherrilyn Kenyon,2009
Stay Hungry Stay Foolish,Rashmi Bansal,2008
The Other Woman,Jane Green,2004
Eclipse,Stephenie Meyer,2007
The Last Werewolf,Glen Duncan,2011
The Luxe,Anna Godbersen,2007
Out to Canaan (Mitford),Jan Karon,1997
When He was Wicked,Julia Quinn,2004
Shattered,Kevin Hearne,2014
Vampire Kisses,Ellen Schreiber,2003
Pushing Ice,Alastair Reynolds,2005
The Collectors,David Baldacci,2006
Secrets to the Grave,Tami Hoag,2010
Shadowland,Meg Cabot,2000
Remarkable Creatures,Tracy Chevalier,2009
Etiquette & Espionage,Gail Carriger,2013
Nine Princes in Amber,Roger Zelazny,1970
Reaper's Gale,Steven Erikson,2007
The Road to Character,David  Brooks,2015
Guilty Pleasures,Laurell K. Hamilton,1993
Things Fall Apart,Chinua Achebe,1958
Hot Six,Janet Evanovich,2000
Someone Like You,Sarah Dessen,1998
The Black Echo,Michael Connelly,1992
Such a Pretty Girl,Laura Wiess,2007
Purity in Death,J.D. Robb,2002
The Tea Rose,Jennifer Donnelly,2002
Heretic,Bernard Cornwell,2003
Living Dead in Dallas,Charlaine Harris,2002
The Heroes,Joe Abercrombie,2011
Naked,David Sedaris,1997
El Deafo,"Cece Bell, David Lasky",2014
Crystal Singer,Anne McCaffrey,1982
Dog on It,Spencer Quinn,2008
Twelfth Grade Kills,Heather Brewer,2010
The Forgetting Time,Sharon Guskin,2016
Till We Have Faces,C.S. Lewis,1956
The Legend of Luke,Brian Jacques,1999
H is for Hawk,Helen Macdonald,2015
The Algebraist,Iain M. Banks,2004
Princess on the Brink,Meg Cabot,2006
When It Happens,Susane Colasanti,2006
Under the Volcano,Malcolm Lowry,1947
King & Maxwell,David Baldacci,2013
The Prophet,Kahlil Gibran,1923
Boomerang,Tatiana de Rosnay,2009
The Siege of Macindaw,John Flanagan,2006
We Were the Mulvaneys,Joyce Carol Oates,1996
Finally,Wendy Mass,2010
Dark Gold (Dark #3),Christine Feehan,2000
This Lullaby,Sarah Dessen,2002
Rules of Attraction,Simone Elkeles,2010
The Bourne Ultimatum,Robert Ludlum,1990
The Nanny,Melissa Nathan,2003
The Demon King,Cinda Williams Chima,2009
Merrick,Anne Rice,2000
Midnight Crossroad,Charlaine Harris,2014
The Maze of Bones ,Rick Riordan,2008
The Obsession,Nora Roberts,2016
The Post-Birthday World ,Lionel Shriver,2007
QB VII,Leon Uris,1970
Silence ,Becca Fitzpatrick,2011
Say You're One of Them,Uwem Akpan,2008
The Sparrow,Mary Doria Russell,1996
The Dark Divine,Bree Despain,2009
RoomHate,Penelope Ward,2016
Takedown Twenty,Janet Evanovich,2013
The Alibi,Sandra Brown,1999
From Head to Toe,Eric Carle,1997
Until I Die,Amy Plum,2012
Unseen Academicals,Terry Pratchett,2009
The First World War,John Keegan,1998
Savannah Breeze,Mary Kay Andrews,2006
A Bad Case of Stripes,David Shannon,1998
Catering to Nobody,Diane Mott Davidson,1990
City of Stairs,Robert Jackson Bennett,2014
The Big Four,Agatha Christie,1927
Disgrace,J.M. Coetzee,1999
"Night World, No. 1",L.J. Smith,2008
The Eye of Minds,James Dashner,2013
The Gods of Guilt,Michael Connelly,2013
Furies of Calderon ,Jim Butcher,2004
Sanctuary,Nora Roberts,1997
The Call of the Wild,Jack London,1903
Between Sisters,Kristin Hannah,2003
The North Water,Ian McGuire,2016
From a Buick 8,Stephen King,2002
Small Gods,Terry Pratchett,1992
The Rosie Effect,Graeme Simsion,2014
The Way to Cook,Julia Child,1989
The Far Pavilions,M.M. Kaye,1978
Silent in the Grave,Deanna Raybourn,2006
An Old-Fashioned Girl,Louisa May Alcott,1869
All My Puny Sorrows,Miriam Toews,2014
The Stepford Wives,Ira Levin,1972
The Mermaids Singing ,Val McDermid,1995
Tipping the Velvet,Sarah Waters,1998
Grave Secrets,Kathy Reichs,2002
Player Piano,Kurt Vonnegut Jr.,1952
Chasing The Night,Iris Johansen,2010
Please Ignore Vera Dietz,A.S. King,2010
Le Mur,Jean-Paul Sartre,1939
The Wise Man's Fear,Patrick Rothfuss,2011
The Winter King,Bernard Cornwell,1995
Variant,Robison Wells,2011
The Abolition of Man,C.S. Lewis,1943
Cathedral,Raymond Carver,1983
Ghostwritten,David Mitchell,1999
Finger Lickin' Fifteen,Janet Evanovich,2009
Cat's Eye,Margaret Atwood,1988
Out of My Mind,Sharon M. Draper,2010
You Belong to Me,Mary Higgins Clark,1998
The Husband,Dean Koontz,2006
The Thin Man,Dashiell Hammett,1934
August: Osage County,Tracy Letts,2008
Just the Sexiest Man Alive,Julie James,2008
Boy Meets Boy,David Levithan,2003
The Railway Children,E. Nesbit,1906
Shadow & Claw,Gene Wolfe,1994
Mona Lisa Overdrive,William Gibson,1988
Turn of Mind,Alice LaPlante,2011
The Untethered Soul,Michael A. Singer,2007
Clear and Present Danger,Tom Clancy,1989
Choke,Chuck Palahniuk,2001
Q & A: Slumdog Millionaire,Vikas Swarup,2005
Jazz,Toni Morrison,1992
Heart of the Matter,Emily Giffin,2010
Running with the Demon,Terry Brooks,1997
Dark Witch,Nora Roberts,2013
The Winter's Tale,William Shakespeare,1600
Certain Girls,Jennifer Weiner,2000
Flotsam,David Wiesner,2006
"Moo, Baa, La La La!",Sandra Boynton,1982
The Cobra Event,Richard   Preston,1997
Inversions,Iain M. Banks,1998
Unearthly,Cynthia Hand,2011
I Can Read with My Eyes Shut!,Dr. Seuss,1978
Lucky Man,Michael J. Fox,2002
The Darkest Whisper,Gena Showalter,2009
The Shepherd's Crown,Terry Pratchett,2015
No Logo,Naomi Klein,1999
Smoke Screen,Sandra Brown,2008
More Tales of the City,Armistead Maupin,1980
The Omen,David Seltzer,1976
The Best Laid Plans,Sidney Sheldon,1997
Awakened,"P.C. Cast, Kristin Cast",2011
Black Hills,Nora Roberts,2009
The Foundation Trilogy,Isaac Asimov,1953
Heartstone,C.J. Sansom,2010
Feverborn,Karen Marie Moning,2016
Evermore,Alyson Noel,2009
The Crying of Lot 49,Thomas Pynchon,1966
The Ruby Knight,David Eddings,1990
The Healer,Dee Henderson,2002
Naked in Death,J.D. Robb,1995
The Next Accident,Lisa Gardner,2001
Every Soul A Star,Wendy Mass,2008
The Sugar Queen,Sarah Addison Allen,2008
Flesh and Blood,Patricia Cornwell,2014
Faith,Jennifer Haigh,2011
TransAtlantic,Colum McCann,2013
The Forgotten,David Baldacci,2012
A Grief Observed,C.S. Lewis,1942
Hope Was Here,Joan Bauer,2000
Dead Witch Walking,Kim Harrison,2004
The Shipping News,Annie Proulx,1993
West with the Night,Beryl Markham,1942
Brilliance of the Moon ,Lian Hearn,2003
Hidden Order,Brad Thor,2013
Kon-Tiki Ekspedisjonen,Thor Heyerdahl,1948
The Gun Seller,Hugh Laurie,1996
A Dangerous Fortune,Ken Follett,1993
"Glass (Crank, #2)",Ellen Hopkins,2007
Twisted,Sara Shepard,2011
The Good Father,Diane Chamberlain,2012
Little Mercies,Heather Gudenkauf,2014
Dubliners,"James Joyce, Jeri Johnson",1914
Dark Magic,Christine Feehan,2000
A Town Like Alice,Nevil Shute,1950
The False Prince,Jennifer A. Nielsen,2012
Chill Factor,Sandra Brown,2005
Porno,Irvine Welsh,2005
Scarpetta,Patricia Cornwell,2008
Lord Foul's Bane,Stephen R. Donaldson,1977
Iceberg,Clive Cussler,1974
Here be Dragons,Sharon Kay Penman,1985
The Faceless Ones,Derek Landy,2008
The Narrows,Michael Connelly,2004
Nine Dragons,Michael Connelly,2009
Mother Night,Kurt Vonnegut Jr.,1961
Rock Hard,Olivia Cunning,2011
The Teeth of the Tiger,Tom Clancy,2003
Crewel,Gennifer Albin,2012
The Famished Road,Ben Okri,1991
Trace,Patricia Cornwell,2004
The Collector,John Fowles,1963
Shadow's Edge,Brent Weeks,2008
The Sentry,Robert Crais,2011
Family Pictures,Jane Green,2013
Plenty,Yotam Ottolenghi,2010
The Shock of the Fall,Nathan Filer,2013
Dream Man,Linda Howard,1994
The Daughter of Time,Josephine Tey,1951
Going Postal,Terry Pratchett,2004
This is Not My Hat,Jon Klassen,2012
Too Good To Be True,Kristan Higgins,2009
Lock and Key,Sarah Dessen,2008
The Shadow Rising ,Robert Jordan,1992
Six Years,Harlan Coben,2013
Winter's Tale,Mark Helprin,1983
Colonel Roosevelt,Edmund Morris,2010
Inside Out,Maria V. Snyder,2010
Pride and Prejudice,Jane Austen,1813
Crazy Rich Asians,Kevin Kwan,2013
A Feast for Crows,George R.R. Martin,2005
Burn For Me,Ilona Andrews,2014
Single White Vampire,Lynsay Sands,2003
A Prayer for Owen Meany,John Irving,1989
The Problem of Pain,C.S. Lewis,1940
On the Road,Jack Kerouac,1955
The Widow of the South,Robert Hicks,2005
Schooled,Gordon Korman,2000
Sense & Sensibility,Joanna Trollope,2013
Soumission ,Michel Houellebecq,2015
One Thousand Gifts,Ann Voskamp,2011
"Go, Dog. Go!",P.D. Eastman,1961
The Road to Serfdom,Friedrich A. Hayek,1944
The Stone Diaries,Carol Shields,1993
Manual do guerreiro da luz,Paulo Coelho,1997
Body of Evidence ,Patricia Cornwell,1991
Vinegar Girl,Anne Tyler,2016
King of Thorns,Mark  Lawrence,2012
Star Wars: Darth Plagueis,James Luceno,2012
Ethan Frome,Edith Wharton,1911
Turbo Twenty-Three,Janet Evanovich,2016
City of Heavenly Fire,Cassandra Clare,2014
Hardline,Meredith Wild,2014
Portrait of a Spy,Daniel Silva,2011
Breakfast at Tiffany's,Truman Capote,1958
Only the Good Spy Young,Ally Carter,2010
Mine Till Midnight,Lisa Kleypas,2007
Tortilla Flat,John Steinbeck,1935
First King of Shannara,Terry Brooks,1996
The Serpent's Shadow,Rick Riordan,2012
The Lost Hero,Rick Riordan,2010
When the Lion Feeds,Wilbur Smith,1964
Brilliance,Marcus Sakey,2013
Rabbit Redux,John Updike,1971
Enchanters' End Game,David Eddings,1984
Live by Night,Dennis Lehane,2012
Paper Towns,John Green,2008
Pleasure of a Dark Prince ,Kresley Cole,2010
To Build a Fire,Jack London,1903
Red Queen,Victoria Aveyard,2015
Snow Like Ashes,Sara Raasch,2014
The Last Don,Mario Puzo,1996
A Hundred Summers,Beatriz Williams,2013
The Bone Collector,Jeffery Deaver,1997
The Broken Kingdoms,N.K. Jemisin,2010
The Heretic's Daughter,Kathleen Kent,2008
Storia della bruttezza,Umberto Eco,2007
Damaged,Cathy Glass,2007
Night Chills,Dean Koontz,1976
Winter Street,Elin Hilderbrand,2014
Await Your Reply,Dan Chaon,2009
The Persian Pickle Club,Sandra Dallas,1995
The Thousand Names,Django Wexler,2013
